ImageName,Label
0_0_0.jpg,1
0_1_0.jpg,1
1002_0_0.jpg,1
1005_0_0.jpg,1
1006_0_0.jpg,1
1007_0_0.jpg,1
1008_0_0.jpg,1
1009_0_0.jpg,1
1011_0_0.jpg,1
1012_0_0.jpg,2
1013_0_0.jpg,2
1014_0_0.jpg,1
1015_0_0.jpg,1
1016_0_0.jpg,2
1018_0_0.jpg,1
101_0_0.jpg,2
1021_0_0.jpg,2
1022_0_0.jpg,1
1023_0_0.jpg,2
1026_0_0.jpg,2
1028_0_0.jpg,2
1029_0_0.jpg,2
1030_0_0.jpg,1
1031_0_0.jpg,1
1033_0_0.jpg,2
1035_0_0.jpg,2
1036_0_0.jpg,2
1037_0_0.jpg,2
103_0_0.jpg,1
1041_0_0.jpg,1
1042_0_0.jpg,2
1046_1_0.jpg,1
1049_0_0.jpg,1
1050_0_0.jpg,2
1051_0_0.jpg,1
1052_0_0.jpg,1
1052_1_0.jpg,1
1054_0_0.jpg,1
1057_0_0.jpg,2
1058_0_0.jpg,1
105_0_0.jpg,1
1060_0_0.jpg,2
1062_0_0.jpg,2
1062_1_0.jpg,2
1063_0_0.jpg,1
1064_0_0.jpg,1
1065_0_0.jpg,2
1065_1_0.jpg,1
1066_0_0.jpg,1
1067_0_0.jpg,2
1069_0_0.jpg,2
106_0_0.jpg,1
106_1_0.jpg,1
106_2_0.jpg,1
1070_0_0.jpg,2
1071_0_0.jpg,2
1072_0_0.jpg,1
1072_1_0.jpg,1
1073_0_0.jpg,1
1075_0_0.jpg,2
1076_0_0.jpg,1
1078_0_0.jpg,1
1079_0_0.jpg,1
1081_0_0.jpg,2
1081_1_0.jpg,1
1082_0_0.jpg,1
1084_0_0.jpg,2
1085_0_0.jpg,1
1086_0_0.jpg,2
1087_1_0.jpg,1
1088_0_0.jpg,1
1089_0_0.jpg,1
108_0_0.jpg,1
1090_0_0.jpg,1
1090_1_0.jpg,2
1092_0_0.jpg,2
1094_0_0.jpg,1
1095_0_0.jpg,1
1096_0_0.jpg,1
1097_1_0.jpg,1
1099_0_0.jpg,1
1099_1_0.jpg,2
10_0_0.jpg,1
1101_0_0.jpg,2
1102_0_0.jpg,2
1103_0_0.jpg,2
1104_0_0.jpg,2
1105_0_0.jpg,2
1106_0_0.jpg,2
1106_1_0.jpg,2
1107_0_0.jpg,1
1109_0_0.jpg,1
110_0_0.jpg,2
1110_0_0.jpg,1
1111_0_0.jpg,2
1113_0_0.jpg,1
1114_0_0.jpg,2
1115_0_0.jpg,1
1116_0_0.jpg,1
1117_0_0.jpg,1
1118_0_0.jpg,1
1118_1_0.jpg,1
111_0_0.jpg,2
1120_0_0.jpg,1
1122_0_0.jpg,1
1123_0_0.jpg,1
1123_1_0.jpg,1
1125_0_0.jpg,2
1126_0_0.jpg,2
1127_0_0.jpg,2
1129_0_0.jpg,2
112_1_0.jpg,1
1131_0_0.jpg,1
1131_1_0.jpg,2
1132_0_0.jpg,2
1133_0_0.jpg,1
1134_0_0.jpg,1
1135_0_0.jpg,1
1136_0_0.jpg,2
1137_0_0.jpg,2
1138_0_0.jpg,1
1139_0_0.jpg,1
113_0_0.jpg,2
1140_0_0.jpg,2
1141_0_0.jpg,1
1144_0_0.jpg,2
1145_0_0.jpg,2
1146_0_0.jpg,1
1149_0_0.jpg,2
114_0_0.jpg,1
1150_0_0.jpg,1
1151_0_0.jpg,1
1152_0_0.jpg,1
1153_0_0.jpg,2
1154_1_0.jpg,1
1155_0_0.jpg,1
1157_0_0.jpg,1
1158_0_0.jpg,1
1159_0_0.jpg,1
1159_1_0.jpg,1
115_0_0.jpg,1
1160_0_0.jpg,2
1162_0_0.jpg,1
1164_0_0.jpg,1
1165_0_0.jpg,1
1166_0_0.jpg,2
1167_0_0.jpg,2
1169_1_0.jpg,1
116_0_0.jpg,1
1172_0_0.jpg,2
1173_0_0.jpg,1
1174_0_0.jpg,1
1176_0_0.jpg,2
1178_0_0.jpg,2
1180_0_0.jpg,1
1181_0_0.jpg,1
1183_0_0.jpg,1
1185_0_0.jpg,1
1188_0_0.jpg,2
1190_0_0.jpg,2
1191_0_0.jpg,2
1192_0_0.jpg,2
1193_0_0.jpg,2
1195_0_0.jpg,1
1196_0_0.jpg,2
1197_0_0.jpg,1
1198_0_0.jpg,1
1198_1_0.jpg,1
1198_2_0.jpg,2
119_0_0.jpg,2
11_0_0.jpg,2
1200_0_0.jpg,1
1201_0_0.jpg,1
1202_0_0.jpg,2
1203_0_0.jpg,1
1207_0_0.jpg,2
1212_0_0.jpg,2
1213_0_0.jpg,2
1214_0_0.jpg,1
1215_0_0.jpg,1
1218_0_0.jpg,1
121_0_0.jpg,2
1220_0_0.jpg,1
1221_0_0.jpg,1
1222_0_0.jpg,2
1224_0_0.jpg,1
1225_0_0.jpg,2
1227_0_0.jpg,1
1228_0_0.jpg,1
122_0_0.jpg,1
1230_0_0.jpg,2
1231_0_0.jpg,1
1233_0_0.jpg,1
1235_0_0.jpg,2
1236_0_0.jpg,2
1236_1_0.jpg,1
1237_0_0.jpg,2
1237_1_0.jpg,1
1239_0_0.jpg,1
123_0_0.jpg,1
1240_0_0.jpg,1
1240_1_0.jpg,1
1241_0_0.jpg,2
1242_0_0.jpg,1
1243_0_0.jpg,2
1244_0_0.jpg,1
1245_0_0.jpg,1
1247_0_0.jpg,1
1248_0_0.jpg,1
1248_1_0.jpg,1
1249_0_0.jpg,1
1249_1_0.jpg,1
124_0_0.jpg,1
1251_0_0.jpg,1
1252_0_0.jpg,2
1253_0_0.jpg,2
1253_1_0.jpg,1
1254_0_0.jpg,2
1255_0_0.jpg,1
1256_0_0.jpg,2
1258_0_0.jpg,1
1258_1_0.jpg,1
1258_2_0.jpg,1
1258_3_0.jpg,1
1259_0_0.jpg,1
125_0_0.jpg,2
1260_0_0.jpg,2
1261_0_0.jpg,2
1262_0_0.jpg,1
1264_0_0.jpg,1
1265_0_0.jpg,2
1267_0_0.jpg,2
1268_0_0.jpg,2
1268_1_0.jpg,2
1273_0_0.jpg,2
1273_1_0.jpg,1
1275_0_0.jpg,2
1277_0_0.jpg,2
1278_0_0.jpg,1
127_0_0.jpg,2
127_1_0.jpg,2
1280_0_0.jpg,1
1281_0_0.jpg,2
1281_2_0.jpg,1
1282_0_0.jpg,1
1283_0_0.jpg,2
1284_0_0.jpg,1
1286_0_0.jpg,1
1287_0_0.jpg,1
1288_0_0.jpg,1
1289_0_0.jpg,2
1291_0_0.jpg,1
1292_0_0.jpg,1
1293_0_0.jpg,2
1295_0_0.jpg,1
1299_0_0.jpg,1
129_0_0.jpg,1
1300_0_0.jpg,1
1301_0_0.jpg,1
1301_1_0.jpg,1
1304_0_0.jpg,1
1305_0_0.jpg,2
1306_0_0.jpg,2
1308_0_0.jpg,1
1309_0_0.jpg,2
1310_0_0.jpg,1
1311_0_0.jpg,1
1313_0_0.jpg,2
1314_0_0.jpg,2
1315_0_0.jpg,2
1316_0_0.jpg,1
1319_0_0.jpg,1
1320_0_0.jpg,2
1322_0_0.jpg,1
1324_0_0.jpg,1
1326_0_0.jpg,1
1327_0_0.jpg,1
1328_0_0.jpg,1
1329_0_0.jpg,1
132_0_0.jpg,2
1330_0_0.jpg,1
1333_0_0.jpg,2
1336_0_0.jpg,1
1336_1_0.jpg,1
1341_0_0.jpg,1
1342_0_0.jpg,1
1343_0_0.jpg,2
1344_0_0.jpg,1
